Original destination milepost,Original origin milepost,Post-calibration destination milepost ,Post-calibration origin milepost,Traffic Message Channel location codes,Truck Travel Time Reliability Index,Travel Time Index,Traffic Message Channel miles,Highway segment,Corridor number,Corridor name
277.05,277.58,276.039,276.454,119P05476,1.05,1.02,0.53,4_IL,4,"Davenport, IA to Memphis, TN"
277.58,282.91,276.454,281.857,119+05476,1.04,1.01,5.29,4_IL,4,"Davenport, IA to Memphis, TN"
282.91,283.25,281.857,282.142,119P05475,1.06,1.02,0.34,4_IL,4,"Davenport, IA to Memphis, TN"
283.25,289.98,282.142,288.83,119+05475,1.04,1.01,7.27,4_IL,4,"Davenport, IA to Memphis, TN"
289.98,290.57,288.83,289.435,119+05475,1.04,1.01,7.27,4_IL,4,"Davenport, IA to Memphis, TN"
290.57,291.63,289.435,290.537,119+05463,1.05,1.02,1.05,4_IL,4,"Davenport, IA to Memphis, TN"
291.63,291.83,290.537,290.683,119P05462,1.04,1.01,0.5,4_IL,4,"Davenport, IA to Memphis, TN"
291.83,291.84,290.683,290.706,119P05462,1.04,1.01,0.5,4_IL,4,"Davenport, IA to Memphis, TN"
291.84,292.14,290.706,291.009,119P05462,1.04,1.01,0.5,4_IL,4,"Davenport, IA to Memphis, TN"
292.14,293.94,291.009,292.804,119+05462,1.05,1.01,2.47,4_IL,4,"Davenport, IA to Memphis, TN"
293.94,294.62,292.804,293.473,119+05462,1.05,1.01,2.47,4_IL,4,"Davenport, IA to Memphis, TN"
294.62,294.94,293.473,293.786,119P05513,1.07,1.01,0.65,4_IL,4,"Davenport, IA to Memphis, TN"
294.94,295.27,293.786,293.983,119P05513,1.07,1.01,0.65,4_IL,4,"Davenport, IA to Memphis, TN"
295.27,303.64,293.983,302.435,119+05513,1.07,1.01,8.32,4_IL,4,"Davenport, IA to Memphis, TN"
303.64,304.12,302.435,302.794,119P05512,1.6,1.12,0.47,4_IL,4,"Davenport, IA to Memphis, TN"
304.12,307.73,302.794,306.508,119+05512,1.06,1.02,3.59,4_IL,4,"Davenport, IA to Memphis, TN"
307.73,308.23,306.508,307.034,119P05511,1.06,1.02,0.5,4_IL,4,"Davenport, IA to Memphis, TN"
308.23,308.83,307.034,307.583,119+05511,1.05,1.02,0.59,4_IL,4,"Davenport, IA to Memphis, TN"
308.83,309.38,307.583,308.081,119P05510,1.04,1.02,0.55,4_IL,4,"Davenport, IA to Memphis, TN"
309.38,312.42,308.081,311.05,119+05510,1.07,1.02,3.02,4_IL,4,"Davenport, IA to Memphis, TN"
312.42,312.88,311.05,311.536,119P05509,1.22,1.03,0.45,4_IL,4,"Davenport, IA to Memphis, TN"
312.88,314.82,311.536,313.523,119+05509,1.1,1.02,1.92,4_IL,4,"Davenport, IA to Memphis, TN"
314.82,315.05,313.523,313.727,119P05508,1.08,1.02,0.54,4_IL,4,"Davenport, IA to Memphis, TN"
315.05,315.06,313.727,313.736,119P05508,1.08,1.02,0.54,4_IL,4,"Davenport, IA to Memphis, TN"
315.06,315.36,313.736,313.981,119P05508,1.08,1.02,0.54,4_IL,4,"Davenport, IA to Memphis, TN"
315.36,321.87,313.981,320.471,119+05508,1.06,1.02,6.46,4_IL,4,"Davenport, IA to Memphis, TN"
321.87,322.09,320.471,320.667,119P05507,1.07,1.02,0.47,4_IL,4,"Davenport, IA to Memphis, TN"
322.09,322.1,320.667,320.706,119P05507,1.07,1.02,0.47,4_IL,4,"Davenport, IA to Memphis, TN"
322.1,322.34,320.706,320.937,119P05507,1.07,1.02,0.47,4_IL,4,"Davenport, IA to Memphis, TN"
322.34,327.57,320.937,326.148,119+05507,1.05,1.01,5.18,4_IL,4,"Davenport, IA to Memphis, TN"
327.57,328.01,326.148,326.546,119P05506,1.05,1.01,0.43,4_IL,4,"Davenport, IA to Memphis, TN"
328.01,332.35,326.546,330.932,119+05506,1.04,1.01,4.31,4_IL,4,"Davenport, IA to Memphis, TN"
332.35,333.17,330.932,331.734,119P05505,1.18,1.05,1.11,4_IL,4,"Davenport, IA to Memphis, TN"
333.17,333.19,331.734,331.743,119P05505,1.18,1.05,1.11,4_IL,4,"Davenport, IA to Memphis, TN"
333.19,333.47,331.743,331.952,119P05505,1.18,1.05,1.11,4_IL,4,"Davenport, IA to Memphis, TN"
333.47,333.64,331.952,332.194,119+05505,1.4,1.08,0.17,4_IL,4,"Davenport, IA to Memphis, TN"
333.64,333.91,332.194,332.457,119P05504,1.21,1.05,0.27,4_IL,4,"Davenport, IA to Memphis, TN"
333.91,341.47,332.457,339.988,119+05504,1.06,1.04,7.51,4_IL,4,"Davenport, IA to Memphis, TN"
341.47,341.7,339.988,340.157,119P05503,1.13,1.08,0.22,4_IL,4,"Davenport, IA to Memphis, TN"
341.7,342.67,340.157,341.138,119+05503,1.05,1.03,0.97,4_IL,4,"Davenport, IA to Memphis, TN"
342.67,343.12,341.138,341.537,119P05502,1.06,1.02,0.83,4_IL,4,"Davenport, IA to Memphis, TN"
343.12,343.51,341.537,341.963,119P05502,1.06,1.02,0.83,4_IL,4,"Davenport, IA to Memphis, TN"
343.51,346.9,341.963,345.343,119+05502,1.05,1.02,3.38,4_IL,4,"Davenport, IA to Memphis, TN"
346.9,347.34,345.343,345.779,119P05501,1.07,1.02,0.44,4_IL,4,"Davenport, IA to Memphis, TN"
347.34,350.36,345.779,348.824,119+05501,1.06,1.02,3.02,4_IL,4,"Davenport, IA to Memphis, TN"
350.36,350.8,348.824,349.217,119P05500,1.05,1.02,0.44,4_IL,4,"Davenport, IA to Memphis, TN"
350.8,355.29,349.217,353.687,119+05500,1.05,1.02,4.48,4_IL,4,"Davenport, IA to Memphis, TN"
355.29,355.78,353.687,354.247,119P05499,1.2,1.03,0.49,4_IL,4,"Davenport, IA to Memphis, TN"
355.78,356.65,354.247,355.068,119+05499,1.12,1.07,0.86,4_IL,4,"Davenport, IA to Memphis, TN"
356.65,356.88,355.068,355.328,119P05498,1.08,1.11,0.44,4_IL,4,"Davenport, IA to Memphis, TN"
356.88,357.09,355.328,355.472,119P05498,1.08,1.11,0.44,4_IL,4,"Davenport, IA to Memphis, TN"
357.09,362.03,355.472,360.395,119+05498,1.05,1.04,4.91,4_IL,4,"Davenport, IA to Memphis, TN"
362.03,362.22,360.395,360.626,119+05497,1.09,1.04,0.19,4_IL,4,"Davenport, IA to Memphis, TN"
362.22,362.65,360.626,360.979,119P05496,1.13,1.04,0.43,4_IL,4,"Davenport, IA to Memphis, TN"
362.65,369.08,360.979,367.404,119+05496,1.07,1.03,6.37,4_IL,4,"Davenport, IA to Memphis, TN"
369.08,369.61,367.404,367.917,119P05495,1.06,1.02,0.52,4_IL,4,"Davenport, IA to Memphis, TN"
369.61,379.14,367.917,377.353,119+05495,1.04,1.01,9.46,4_IL,4,"Davenport, IA to Memphis, TN"
379.14,379.7,377.353,377.859,119P05494,1.05,1.02,0.56,4_IL,4,"Davenport, IA to Memphis, TN"
379.7,385.25,377.859,383.437,119+05494,1.05,1.02,5.51,4_IL,4,"Davenport, IA to Memphis, TN"
385.25,385.66,383.437,383.821,119P05493,1.07,1.02,0.41,4_IL,4,"Davenport, IA to Memphis, TN"
385.66,385.7,383.821,383.861,119+05493,1.16,1.04,1.42,4_IL,4,"Davenport, IA to Memphis, TN"
385.7,385.71,383.861,383.868,119+05493,1.16,1.04,1.42,4_IL,4,"Davenport, IA to Memphis, TN"
385.71,387.09,383.868,385.297,119+05493,1.16,1.04,1.42,4_IL,4,"Davenport, IA to Memphis, TN"
396.14,396.79,394.346,395,119P05659,1.05,1.02,0.65,4_MO,4,"Davenport, IA to Memphis, TN"
396.79,398.46,395,396.64,119+05659,1.07,1.02,1.67,4_MO,4,"Davenport, IA to Memphis, TN"
398.46,398.9,396.64,397.116,119P05658,1.05,1.02,0.44,4_MO,4,"Davenport, IA to Memphis, TN"
398.9,404.24,397.116,402.5,119+05658,1.04,1.01,5.37,4_MO,4,"Davenport, IA to Memphis, TN"
404.24,404.67,402.5,402.928,119P05657,1.06,1.02,0.43,4_MO,4,"Davenport, IA to Memphis, TN"
404.67,408.78,402.928,407.094,119+05657,1.06,1.02,4.13,4_MO,4,"Davenport, IA to Memphis, TN"
408.78,409.06,407.094,407.353,119P05656,1.36,1.13,0.57,4_MO,4,"Davenport, IA to Memphis, TN"
409.06,409.39,407.353,407.691,119P05429,1.16,1.06,0.63,4_MO,4,"Davenport, IA to Memphis, TN"
409.39,416.85,407.691,415.088,119+05429,1.05,1.02,7.41,4_MO,4,"Davenport, IA to Memphis, TN"
416.85,417.29,415.088,415.523,119P05428,1.07,1.02,0.44,4_MO,4,"Davenport, IA to Memphis, TN"
417.29,423,415.523,421.193,119+05428,1.05,1.02,5.66,4_MO,4,"Davenport, IA to Memphis, TN"
423,423.39,421.193,421.572,119P05427,1.06,1.02,0.39,4_MO,4,"Davenport, IA to Memphis, TN"
423.39,425.54,421.572,423.742,119+05427,1.05,1.02,2.13,4_MO,4,"Davenport, IA to Memphis, TN"
425.54,425.99,423.742,424.148,119P05426,1.06,1.02,0.45,4_MO,4,"Davenport, IA to Memphis, TN"
425.99,430.26,424.148,428.397,119+05426,1.04,1.01,4.25,4_MO,4,"Davenport, IA to Memphis, TN"
430.26,430.66,428.397,428.811,119P05425,1.05,1.02,0.4,4_MO,4,"Davenport, IA to Memphis, TN"
430.66,432.9,428.811,431.018,119+05425,1.05,1.02,2.22,4_MO,4,"Davenport, IA to Memphis, TN"
432.9,433.28,431.018,431.41,119P05424,1.13,1.03,0.37,4_MO,4,"Davenport, IA to Memphis, TN"
433.28,434.24,431.41,432.368,119+05424,1.09,1.02,0.96,4_MO,4,"Davenport, IA to Memphis, TN"
434.24,434.62,432.368,432.724,119P05423,1.05,1.02,0.38,4_MO,4,"Davenport, IA to Memphis, TN"
434.62,442.32,432.724,440.427,119+05423,1.04,1.01,7.68,4_MO,4,"Davenport, IA to Memphis, TN"
442.32,442.72,440.427,440.815,119P05422,1.05,1.02,0.4,4_MO,4,"Davenport, IA to Memphis, TN"
442.72,447.7,440.815,445.773,119+05422,1.05,1.01,4.94,4_MO,4,"Davenport, IA to Memphis, TN"
447.7,448.07,445.773,446.103,119P05421,1.05,1.02,0.37,4_MO,4,"Davenport, IA to Memphis, TN"
448.07,456.26,446.103,454.248,119+05421,1.05,1.02,8.14,4_MO,4,"Davenport, IA to Memphis, TN"
456.26,456.7,454.248,454.679,119P05420,1.08,1.02,0.44,4_MO,4,"Davenport, IA to Memphis, TN"
456.7,457.49,454.679,455.45,119+05420,1.09,1.03,0.79,4_MO,4,"Davenport, IA to Memphis, TN"
457.49,457.88,455.45,455.859,119P05419,1.07,1.02,0.76,4_MO,4,"Davenport, IA to Memphis, TN"
457.88,457.9,455.859,455.861,119P05419,1.07,1.02,0.76,4_MO,4,"Davenport, IA to Memphis, TN"
457.9,458.26,455.861,456.285,119P05419,1.07,1.02,0.76,4_MO,4,"Davenport, IA to Memphis, TN"
458.26,460.88,456.285,458.865,119+05419,1.05,1.01,2.6,4_MO,4,"Davenport, IA to Memphis, TN"
460.88,461.31,458.865,459.277,119P05418,1.05,1.02,0.43,4_MO,4,"Davenport, IA to Memphis, TN"
461.31,467.39,459.277,465.288,119+05418,1.1,1.06,6.06,4_MO,4,"Davenport, IA to Memphis, TN"
467.39,467.83,465.288,465.769,119P05417,1.04,1.02,0.44,4_MO,4,"Davenport, IA to Memphis, TN"
467.83,470.87,465.769,468.797,119+05417,1.04,1.01,3.04,4_MO,4,"Davenport, IA to Memphis, TN"
470.87,471.31,468.797,469.248,119P05416,1.04,1.01,0.45,4_MO,4,"Davenport, IA to Memphis, TN"
471.31,472.73,469.248,470.639,119+05416,1.07,1.02,1.42,4_MO,4,"Davenport, IA to Memphis, TN"
472.73,474.26,470.639,472.208,119+05415,1.09,1.02,1.53,4_MO,4,"Davenport, IA to Memphis, TN"
474.26,474.65,472.208,472.581,119P05414,1.04,1.01,0.39,4_MO,4,"Davenport, IA to Memphis, TN"
474.65,475.61,472.581,473.542,119+05414,1.06,1.02,0.95,4_MO,4,"Davenport, IA to Memphis, TN"
475.61,475.62,473.542,473.552,,0,0,,4_MO,4,"Davenport, IA to Memphis, TN"
475.62,475.62,473.552,473.552,,0,0,,4_MO,4,"Davenport, IA to Memphis, TN"
475.62,475.62,473.552,473.552,,0,0,,4_AR,4,"Davenport, IA to Memphis, TN"
476.89,480.25,474.808,478.138,113+04633,1.04,1.02,3.33,4_AR,4,"Davenport, IA to Memphis, TN"
480.25,480.55,478.138,478.435,113P04632,1.05,1.02,0.61,4_AR,4,"Davenport, IA to Memphis, TN"
480.55,480.86,478.435,478.735,113P04632,1.05,1.02,0.61,4_AR,4,"Davenport, IA to Memphis, TN"
480.86,484.3,478.735,482.171,113+04632,1.06,1.01,3.43,4_AR,4,"Davenport, IA to Memphis, TN"
484.3,484.92,482.171,482.809,113P04631,1.05,1.02,0.62,4_AR,4,"Davenport, IA to Memphis, TN"
484.92,490.21,482.809,488.069,113+04631,1.05,1.01,5.27,4_AR,4,"Davenport, IA to Memphis, TN"
490.21,490.63,488.069,488.485,113P04630,1.05,1.02,0.41,4_AR,4,"Davenport, IA to Memphis, TN"
490.63,494.82,488.485,492.661,113+04630,1.05,1.02,4.17,4_AR,4,"Davenport, IA to Memphis, TN"
494.82,495.2,492.661,493.031,113P04629,1.05,1.02,0.38,4_AR,4,"Davenport, IA to Memphis, TN"
495.2,499.33,493.031,497.174,113+04629,1.04,1.01,4.11,4_AR,4,"Davenport, IA to Memphis, TN"
499.33,499.99,497.174,497.801,113P04628,1.04,1.02,0.66,4_AR,4,"Davenport, IA to Memphis, TN"
499.99,503.61,497.801,501.386,113+04628,1.09,1.02,3.61,4_AR,4,"Davenport, IA to Memphis, TN"
503.61,504.47,501.386,502.273,113P04627,1.05,1.02,0.86,4_AR,4,"Davenport, IA to Memphis, TN"
504.47,506.4,502.273,504.198,113+04627,1.06,1.02,1.92,4_AR,4,"Davenport, IA to Memphis, TN"
506.4,506.75,504.198,504.545,113P04626,1.12,1.04,0.36,4_AR,4,"Davenport, IA to Memphis, TN"
506.75,512.23,504.545,509.977,113+04626,1.05,1.02,5.46,4_AR,4,"Davenport, IA to Memphis, TN"
512.23,512.6,509.977,510.366,113P04625,1.04,1.02,0.36,4_AR,4,"Davenport, IA to Memphis, TN"
512.6,514.28,510.366,512.052,113+04625,1.05,1.02,1.67,4_AR,4,"Davenport, IA to Memphis, TN"
514.28,514.66,512.052,512.426,113P04624,1.05,1.02,0.39,4_AR,4,"Davenport, IA to Memphis, TN"
514.66,524.34,512.426,522.075,113+04624,1.04,1.01,9.65,4_AR,4,"Davenport, IA to Memphis, TN"
524.34,524.59,522.075,522.318,113P04623,1.07,1.02,0.38,4_AR,4,"Davenport, IA to Memphis, TN"
524.59,524.72,522.318,522.441,113P04623,1.07,1.02,0.38,4_AR,4,"Davenport, IA to Memphis, TN"
524.72,526.31,522.441,524.028,113+04623,1.05,1.02,1.58,4_AR,4,"Davenport, IA to Memphis, TN"
526.31,526.71,524.028,524.419,113P04622,1.08,1.02,0.4,4_AR,4,"Davenport, IA to Memphis, TN"
526.71,530.74,524.419,528.432,113+04622,1.04,1.01,4.01,4_AR,4,"Davenport, IA to Memphis, TN"
530.74,531.21,528.432,528.907,113P04621,1.04,1.01,0.47,4_AR,4,"Davenport, IA to Memphis, TN"
531.21,533.99,528.907,531.635,113+04621,1.04,1.01,2.77,4_AR,4,"Davenport, IA to Memphis, TN"
533.99,534.55,531.635,532.204,113P04620,1.04,1.01,0.55,4_AR,4,"Davenport, IA to Memphis, TN"
534.55,537.68,532.204,535.33,113+04620,1.04,1.01,3.12,4_AR,4,"Davenport, IA to Memphis, TN"
537.68,538.35,535.33,535.989,113P04619,1.05,1.02,0.66,4_AR,4,"Davenport, IA to Memphis, TN"
538.35,540.68,535.989,538.307,113+04619,1.09,1.02,2.32,4_AR,4,"Davenport, IA to Memphis, TN"
540.68,541.07,538.307,538.699,113P04618,1.1,1.03,0.39,4_AR,4,"Davenport, IA to Memphis, TN"
541.07,541.38,538.699,539.011,113+04561,1.08,1.03,0.32,4_AR,4,"Davenport, IA to Memphis, TN"
541.38,541.79,539.011,539.421,113+04560,1.07,1.03,0.41,4_AR,4,"Davenport, IA to Memphis, TN"
541.79,542.3,539.421,539.883,113P04559,1.06,1.02,0.51,4_AR,4,"Davenport, IA to Memphis, TN"
542.3,542.9,539.883,540.541,113+04559,1.06,1.02,0.61,4_AR,4,"Davenport, IA to Memphis, TN"
542.9,543.35,540.541,540.996,113P04558,1.06,1.02,0.45,4_AR,4,"Davenport, IA to Memphis, TN"
543.35,543.41,540.996,541.056,113+04558,1.07,1.03,0.06,4_AR,4,"Davenport, IA to Memphis, TN"
543.41,543.7,541.056,541.349,113P04557,1.11,1.03,0.52,4_AR,4,"Davenport, IA to Memphis, TN"
543.7,543.89,541.349,541.533,113N04562,1.07,1.03,0.48,4_AR,4,"Davenport, IA to Memphis, TN"
543.89,544.13,541.533,541.842,113-04562,1.1,1.03,0.25,4_AR,4,"Davenport, IA to Memphis, TN"
544.13,544.34,541.842,541.988,113N04563,1.09,1.03,0.4,4_AR,4,"Davenport, IA to Memphis, TN"
544.34,544.35,541.988,542.003,113N04563,1.09,1.03,0.4,4_AR,4,"Davenport, IA to Memphis, TN"
544.35,544.53,542.003,542.185,113N04563,1.09,1.03,0.4,4_AR,4,"Davenport, IA to Memphis, TN"
544.53,544.84,542.185,542.499,113-04563,1.13,1.03,0.31,4_AR,4,"Davenport, IA to Memphis, TN"
544.84,545.03,542.499,542.697,113N04564,1.12,1.03,0.2,4_AR,4,"Davenport, IA to Memphis, TN"
545.03,547.65,542.697,545.456,113-04564,1.23,1.04,2.63,4_AR,4,"Davenport, IA to Memphis, TN"
547.65,548.17,545.456,549.126,113N04565,1.14,1.04,0.52,4_AR,4,"Davenport, IA to Memphis, TN"
548.17,548.18,549.126,549.136,,0,0,,4_AR,4,"Davenport, IA to Memphis, TN"
548.18,548.18,549.136,549.136,,0,0,,4_AR,4,"Davenport, IA to Memphis, TN"
548.18,548.18,549.136,549.136,,0,0,,4_TN,4,"Davenport, IA to Memphis, TN"
548.18,548.18,549.136,549.136,,0,0,,4_TN,4,"Davenport, IA to Memphis, TN"
549.43,549.46,550.373,550.399,113-04181,1.12,1.03,0.03,4_TN,4,"Davenport, IA to Memphis, TN"
549.46,549.51,550.399,550.447,113N04182,1.11,1.03,0.08,4_TN,4,"Davenport, IA to Memphis, TN"
549.51,549.6,550.447,550.543,113-04182,1.09,1.03,0.09,4_TN,4,"Davenport, IA to Memphis, TN"
549.6,549.77,550.543,550.691,113N04183,1.08,1.03,0.33,4_TN,4,"Davenport, IA to Memphis, TN"
5.22,5.75,5.217,5.76,108N05213,1.11,1.02,0.52,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
5.75,10.15,5.76,10.146,108-05212,1.04,1.01,4.42,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
10.15,10.61,10.146,10.672,108N05212,1.04,1.01,0.46,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
10.61,19.81,10.672,19.848,108-05211,1.04,1.01,9.23,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
19.81,20.2,19.848,20.281,108N05211,1.04,1.01,0.39,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
20.2,20.49,20.281,20.574,108-05210,1.05,1.02,8.05,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
20.49,20.51,20.574,20.592,108-05761,2.33,1.26,2.11,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
20.51,20.51,20.592,20.592,108+05211,1.05,1.02,7.86,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
20.51,28.21,20.592,28.363,108+05211,1.05,1.02,7.86,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
28.21,28.71,28.363,28.827,108P05210,1.15,1.03,0.5,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
28.71,34.49,28.827,34.627,108+05210,1.04,1.01,5.81,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
34.49,38.32,34.627,38.491,122-05191,1.05,1.01,3.85,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
38.32,38.78,38.491,38.971,122N05192,1.04,1.01,0.47,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
38.78,46.42,38.971,46.666,122-05192,1.04,1.01,7.87,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
46.42,46.42,46.666,46.666,122-05192,1.04,1.01,7.87,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
46.42,46.62,46.666,46.874,122-05192,1.04,1.01,7.87,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
46.62,47.1,46.874,47.363,122N05193,1.06,1.02,0.48,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
47.1,60.65,47.363,60.991,122-05193,1.07,1.04,13.62,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
60.65,60.7,60.991,61.059,122-05194,4.07,1.24,0.05,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
60.7,63.72,61.059,64.107,122-05218,1.13,1.08,3.08,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
63.72,64.23,64.107,64.594,122N05219,1.12,1.06,0.51,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
64.23,68.32,64.594,68.742,122-05219,1.06,1.03,4.1,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
68.32,68.84,68.742,69.224,122-09942,1.07,1.02,0.52,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
68.84,69.22,69.224,69.596,122N05220,1.05,1.02,0.38,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
69.22,70.55,69.596,70.963,,0,0,,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
70.55,70.91,70.963,71.323,122P04966,1.07,1.02,0.37,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
70.91,73.26,71.323,73.676,122+04966,1.06,1.02,2.52,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
73.26,73.26,73.676,73.676,122+04966,1.06,1.02,2.52,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
73.26,73.42,73.676,73.843,122+04966,1.06,1.02,2.52,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
73.42,73.87,73.843,74.303,122P04965,1.06,1.02,0.45,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
73.87,76.11,74.303,76.56,122+04965,1.07,1.03,5.73,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
76.11,79.57,76.56,80.045,122+04965,1.07,1.03,5.73,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
79.57,79.87,80.045,80.317,122P04964,1.13,1.06,0.3,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
79.87,80,80.317,80.453,122+04964,1.14,1.06,0.13,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
80,80.11,80.453,80.567,122P04963,1.14,1.06,0.39,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
80.11,80.13,80.567,80.59,122P04963,1.14,1.06,0.39,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
80.13,80.38,80.59,80.832,122P04963,1.14,1.06,0.39,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
80.38,89.18,80.832,89.688,122+04963,1.07,1.02,9.35,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
89.18,89.7,89.688,90.2,122+04963,1.07,1.02,9.35,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
89.7,90.02,90.2,90.525,122P04634,1.06,1.02,0.42,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
90.02,90.03,90.525,90.541,122P04634,1.06,1.02,0.42,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
90.03,90.12,90.541,90.619,122P04634,1.06,1.02,0.42,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
90.12,93.46,90.619,93.972,122+04634,1.06,1.02,10.03,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
93.46,100.12,93.972,100.672,122+04634,1.06,1.02,10.03,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
100.12,100.13,100.672,100.682,122+04718,1.12,1.05,0.87,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
100.13,100.34,100.682,100.905,122+04718,1.12,1.05,0.87,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
100.34,100.36,100.905,100.925,122+04718,1.12,1.05,0.87,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
100.36,100.99,100.925,101.568,122+04718,1.12,1.05,0.87,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
100.99,101.47,101.568,102.055,122P04717,1.12,1.05,0.48,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
101.47,103.44,102.055,104.008,122+04717,1.1,1.04,6.69,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
103.44,103.47,104.008,104.045,122+04717,1.1,1.04,6.69,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
103.47,107.88,104.045,108.511,122+04717,1.1,1.04,6.69,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
107.88,107.89,108.511,108.521,122+04717,1.1,1.04,6.69,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
107.89,108.13,108.521,108.76,122+04717,1.1,1.04,6.69,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
108.13,108.52,108.76,109.172,122P04716,1.09,1.02,0.39,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
108.52,111.05,109.172,111.713,122+04716,1.05,1.02,5.07,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
111.05,113.57,111.713,114.253,122+04716,1.05,1.02,5.07,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
113.57,113.59,114.253,114.273,122+04715,1.04,1.02,0.02,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
113.59,114.63,114.273,115.317,122+05286,1.09,1.05,1.38,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
114.63,114.64,115.317,115.337,122+05286,1.09,1.05,1.38,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
114.64,114.94,115.337,115.624,122+05286,1.09,1.05,1.38,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
114.94,115.01,115.624,115.703,122P05285,1.08,1.03,0.37,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
115.01,115.3,115.703,116.015,122P05285,1.08,1.03,0.37,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
115.3,116.01,116.015,116.702,122+05285,1.05,1.05,6.12,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
116.01,121.4,116.702,122.139,122+05285,1.05,1.05,6.12,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
121.4,121.84,122.139,122.574,122P05284,1.09,1.09,0.44,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
121.84,124.58,122.574,125.348,122+05284,1.1,1.09,2.76,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
124.58,125.04,125.348,125.808,122P05283,1.15,1.11,0.46,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
125.04,136.8,125.808,137.584,122+05283,1.08,1.07,11.81,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
136.8,137.15,137.584,137.953,122P05282,1.1,1.03,0.35,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
137.15,137.24,137.953,138.046,122+05282,1.05,1.01,5.24,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
137.24,137.25,138.046,138.058,122+05282,1.05,1.01,5.24,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
137.25,142.4,138.058,143.207,122+05282,1.05,1.01,5.24,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
142.4,142.67,143.207,143.448,122P05281,1.05,1.02,0.27,5_OH,5,"Toledo, OH to East Stroudsburg, PA"
